131,JACKSON,PULASKI,126,133.5,165.1,10/01/2012,Weekday,"(41.87713666, -87.72579473)"
132,JACKSON,KARLOV,126,18.8,37.9,10/01/2012,Weekday,"(41.87710765, -87.72819551)"
133,JACKSON,KEELER,126,16,35,10/01/2012,Weekday,"(41.87707727, -87.73064873)"
134,JACKSON,KILDARE,126,25.8,65.8,10/01/2012,Weekday,"(41.87709450, -87.73310614)"
135,JACKSON,KOSTNER,126,27,76.4,10/01/2012,Weekday,"(41.87701751, -87.73555571)"
136,JACKSON,KILBOURN,126,18.5,57.2,10/01/2012,Weekday,"(41.87698719, -87.73799100)"
137,JACKSON,KOLMAR,126,4.6,14.2,10/01/2012,Weekday,"(41.87696338, -87.73943465)"
138,JACKSON,KENTON,126,5,15.2,10/01/2012,Weekday,"(41.87696546, -87.74069588)"
139,JACKSON,KILPATRICK,126,38.9,242.1,10/01/2012,Weekday,"(41.87692666, -87.74280741)"
140,JACKSON,CICERO,126,0.2,1.7,10/01/2012,Weekday,"(41.87685893, -87.74541898)"
141,JACKSON,4900 WEST,126,0,0,10/01/2012,Weekday,"(41.87682102, -87.74713903)"
142,JACKSON,LAVERGNE,126,0,0,10/01/2012,Weekday,"(41.87680393, -87.74934028)"
143,JACKSON,5056 WEST,126,0,0,10/01/2012,Weekday,"(41.87675729, -87.75161217)"
144,JACKSON,LEAMINGTON,126,0,0,10/01/2012,Weekday,"(41.87672858, -87.75353528)"
145,JACKSON,LARAMIE,126,59.1,172.9,10/01/2012,Weekday,"(41.87673038, -87.75523999)"
146,JACKSON,LOCKWOOD,126,14.3,92,10/01/2012,Weekday,"(41.87667680, -87.75782934)"
147,JACKSON,5400 WEST,126,4.8,31.7,10/01/2012,Weekday,"(41.87664899, -87.75967824)"
148,JACKSON,LOTUS,126,13.4,90.9,10/01/2012,Weekday,"(41.87661212, -87.76154549)"
149,JACKSON,CENTRAL,126,15.9,191.3,10/01/2012,Weekday,"(41.87660365, -87.76459825)"
150,JACKSON,5700 WEST,126,1.5,17.7,10/01/2012,Weekday,"(41.87716981, -87.76801292)"
151,JACKSON,MENARD,126,0.1,6.8,10/01/2012,Weekday,"(41.87710990, -87.76974453)"
152,JACKSON,MAYFIELD,126,0.2,5.2,10/01/2012,Weekday,"(41.87723809, -87.77130270)"
153,HARRISON,CENTRAL,7,174.2,0.8,10/01/2012,Weekday,"(41.87268300, -87.76479999)"
154,HARRISON,LOTUS,7,43.4,1.9,10/01/2012,Weekday,"(41.87280300, -87.76165400)"
155,HARRISON,5400 WEST,7,10.4,1.3,10/01/2012,Weekday,"(41.87290000, -87.75936700)"
156,HARRISON,LOCKWOOD,7,35.6,10.8,10/01/2012,Weekday,"(41.87285500, -87.75752000)"
157,HARRISON,LARAMIE,7,96.9,19.1,10/01/2012,Weekday,"(41.87288253, -87.75449102)"
158,HARRISON,LEAMINGTON,7,67.2,14.6,10/01/2012,Weekday,"(41.87289309, -87.75318511)"
159,HARRISON,LAVERGNE,7,29.7,13.1,10/01/2012,Weekday,"(41.87300185, -87.74920832)"
160,HARRISON,CICERO,7,136.5,64.2,10/01/2012,Weekday,"(41.87306462, -87.74514556)"
161,HARRISON,KILPATRICK,7,13.6,4.5,10/01/2012,Weekday,"(41.87309900, -87.74266100)"
162,HARRISON,4630 WEST,7,3.5,1.6,10/01/2012,Weekday,"(41.87319800, -87.74089300)"
163,HARRISON,KOLMAR (east leg),7,5.5,5.5,10/01/2012,Weekday,"(41.87320500, -87.73948800)"
164,HARRISON,KILBOURN (west leg),7,8.8,9.3,10/01/2012,Weekday,"(41.87321343, -87.73794849)"
165,HARRISON,KOSTNER,7,27.6,15.1,10/01/2012,Weekday,"(41.87376435, -87.73549587)"
166,KOSTNER,LEXINGTON,7,33.7,19,10/01/2012,Weekday,"(41.87162900, -87.73522300)"
167,FIFTH AVENUE,KOSTNER,7,12.2,5.8,10/01/2012,Weekday,"(41.87026275, -87.73495185)"
168,FIFTH AVENUE,KILDARE,7,20.4,8.6,10/01/2012,Weekday,"(41.87089987, -87.73270091)"
169,FIFTH AVENUE,KEELER,7,15.3,11.9,10/01/2012,Weekday,"(41.87160000, -87.73010200)"
170,FIFTH AVENUE,KARLOV,7,11,12.9,10/01/2012,Weekday,"(41.87229700, -87.72760300)"
171,FIFTH AVENUE,PULASKI,7,102.4,97,10/01/2012,Weekday,"(41.87289549, -87.72557064)"
172,HARRISON,SPRINGFIELD,7,12.5,8.1,10/01/2012,Weekday,"(41.87341900, -87.72308700)"
174,HARRISON,INDEPENDENCE,7,50.6,32.8,10/01/2012,Weekday,"(41.87345700, -87.71956500)"
175,HARRISON,LAWNDALE,7,11.2,19.2,10/01/2012,Weekday,"(41.87346900, -87.71821600)"
177,HARRISON,ST. LOUIS,7,7.5,9.5,10/01/2012,Weekday,"(41.87354100, -87.71332700)"
178,HARRISON,HOMAN,7,78.6,89.9,10/01/2012,Weekday,"(41.87356600, -87.71088000)"
179,HARRISON,SPAULDING,7,2.8,5.1,10/01/2012,Weekday,"(41.87360200, -87.70846100)"
181,HARRISON,ALBANY,7,16.6,14.5,10/01/2012,Weekday,"(41.87365176, -87.70351379)"
182,HARRISON,SACRAMENTO,7,64.2,84.5,10/01/2012,Weekday,"(41.87368976, -87.70104879)"
183,HARRISON,FRANCISCO,7,18.7,30.6,10/01/2012,Weekday,"(41.87371600, -87.69866100)"
185,HARRISON,WASHTENAW,7,43.4,10.3,10/01/2012,Weekday,"(41.87375500, -87.69377900)"
186,HARRISON,MAPLEWOOD (east leg),7,8.1,5.9,10/01/2012,Weekday,"(41.87378500, -87.69070500)"
187,HARRISON,CAMPBELL,7,9.7,11.2,10/01/2012,Weekday,"(41.87380400, -87.68879700)"
188,HARRISON,WESTERN,7,83,80.5,10/01/2012,Weekday,"(41.87382334, -87.68640800)"
189,HARRISON,OAKLEY,7,38.8,13.6,10/01/2012,Weekday,"(41.87388200, -87.68391300)"
190,HARRISON,LEAVITT,7,19.2,5.8,10/01/2012,Weekday,"(41.87391100, -87.68144900)"
191,HARRISON,HOYNE,7,11.1,6.8,10/01/2012,Weekday,"(41.87395000, -87.67899000)"
192,HARRISON,DAMEN,7,42.3,69.2,10/01/2012,Weekday,"(41.87397341, -87.67659224)"
193,HARRISON,ASHLAND,7,104.4,121.3,10/01/2012,Weekday,"(41.87410558, -87.66679370)"
194,HARRISON,LAFLIN,7,32.9,3.5,10/01/2012,Weekday,"(41.87412200, -87.66425200)"
195,HARRISON,LOOMIS,7,64.6,11.4,10/01/2012,Weekday,"(41.87413800, -87.66192600)"
196,HARRISON,1335  WEST,7,12.4,4.7,10/01/2012,Weekday,"(41.87414200, -87.66017600)"
197,HARRISON,1231 WEST,7,3.3,3.9,10/01/2012,Weekday,"(41.87412800, -87.65841200)"
198,HARRISON,RACINE,"7, 755",62,70.1,10/01/2012,Weekday,"(41.87419100, -87.65716700)"
199,HARRISON,1100 WEST,"7,60",26.7,24.1,10/01/2012,Weekday,"(41.87423100, -87.65434900)"
200,HARRISON,MORGAN,"7,60",266.2,352.9,10/01/2012,Weekday,"(41.87428300, -87.65193800)"
201,HARRISON,900 WEST,"7,60",311.6,239.2,10/01/2012,Weekday,"(41.87434100, -87.64913200)"
202,HALSTED,HARRISON,8,226.3,642.4,10/01/2012,Weekday,"(41.87474629, -87.64703990)"
203,HALSTED,VAN BUREN,8,109.4,76.4,10/01/2012,Weekday,"(41.87654900, -87.64711700)"
204,HALSTED,JACKSON,8,234.8,225.9,10/01/2012,Weekday,"(41.87783200, -87.64716500)"
205,HALSTED,BLUE LINE (FOREST PARK),8,625.2,210.9,10/01/2012,Weekday,"(41.87550000, -87.64725400)"
206,HARRISON,HALSTED,"7,60,755",414.8,575.3,10/01/2012,Weekday,"(41.87444100, -87.64775000)"
207,HARRISON,900 WEST,"7,60",231.7,237.3,10/01/2012,Weekday,"(41.87447761, -87.64986281)"
208,HARRISON,MORGAN,"7,60",367.2,195,10/01/2012,Weekday,"(41.87446300, -87.65158300)"
209,HARRISON,1100 WEST,"7,60",23,18.3,10/01/2012,Weekday,"(41.87437600, -87.65445000)"
210,HARRISON,RACINE,"7, 755",87.1,74.1,10/01/2012,Weekday,"(41.87433000, -87.65744700)"
211,HARRISON,1232 WEST,7,2.3,4.9,10/01/2012,Weekday,"(41.87432000, -87.65843600)"
212,HARRISON,1336 WE ST,7,3.2,7.7,10/01/2012,Weekday,"(41.87433500, -87.66019900)"
213,HARRISON,LOOMIS,7,15.6,59.4,10/01/2012,Weekday,"(41.87427100, -87.66160800)"
214,HARRISON,LAFLIN,7,4.2,31.1,10/01/2012,Weekday,"(41.87425100, -87.66414000)"
215,HARRISON,ASHLAND,7,105.4,112,10/01/2012,Weekday,"(41.87427625, -87.66636841)"
216,HARRISON,HOYNE,7,8.6,11.8,10/01/2012,Weekday,"(41.87403700, -87.67872900)"
217,HARRISON,LEAVITT,7,8.1,21.7,10/01/2012,Weekday,"(41.87400900, -87.68120500)"
218,HARRISON,OAKLEY,7,13.9,46.6,10/01/2012,Weekday,"(41.87398752, -87.68358895)"
219,HARRISON,WESTERN,7,85.9,109.1,10/01/2012,Weekday,"(41.87396137, -87.68600523)"
220,HARRISON,CAMPBELL,7,10.7,14.4,10/01/2012,Weekday,"(41.87392200, -87.68854300)"
221,HARRISON,MAPLEWOOD (west leg),7,4.7,9.8,10/01/2012,Weekday,"(41.87391300, -87.69049300)"
222,HARRISON,WASHTENAW,7,10.4,75.5,10/01/2012,Weekday,"(41.87385000, -87.69357900)"
223,HARRISON,CALIFORNIA,7,56.5,71.1,10/01/2012,Weekday,"(41.87385973, -87.69597837)"
224,HARRISON,FRANCISCO,7,7.9,18.8,10/01/2012,Weekday,"(41.87380900, -87.69840500)"
225,HARRISON,SACRAMENTO,7,107.8,84.6,10/01/2012,Weekday,"(41.87385863, -87.70085097)"
226,HARRISON,ALBANY,7,15.7,18.7,10/01/2012,Weekday,"(41.87382263, -87.70329197)"
227,HARRISON,KEDZIE,7,49.5,89.1,10/01/2012,Weekday,"(41.87375240, -87.70571896)"
228,CONGRESS,KEDZIE,7,48.7,32.6,10/01/2012,Weekday,"(41.87496738, -87.70608349)"
229,CONGRESS,SPAULDING,7,1.9,1.9,10/01/2012,Weekday,"(41.87460174, -87.70823931)"
230,CONGRESS,HOMAN,7,85.2,85.3,10/01/2012,Weekday,"(41.87459474, -87.71053731)"
231,CONGRESS,ST. LOUIS,7,8.6,7.9,10/01/2012,Weekday,"(41.87437666, -87.71239028)"
233,CONGRESS,3700 WEST,"7,126",52.2,50.3,10/01/2012,Weekday,"(41.87452996, -87.71790509)"
234,CONGRESS,HAMLIN/INDEPENDENCE,"7,126",27.6,56.5,10/01/2012,Weekday,"(41.87450949, -87.71961417)"
235,CONGRESS,SPRINGFIELD,7,7.9,17.8,10/01/2012,Weekday,"(41.87449600, -87.72258800)"
237,CONGRESS,KARLOV,7,3.6,9.3,10/01/2012,Weekday,"(41.87439868, -87.72774701)"
239,CONGRESS,KILDARE,7,7.6,37.6,10/01/2012,Weekday,"(41.87434644, -87.73270301)"
240,HARRISON,KOSTNER,7,15.5,83.5,10/01/2012,Weekday,"(41.87377475, -87.73569932)"
241,HARRISON,KILBOURN (east leg),7,4.7,9.8,10/01/2012,Weekday,"(41.87334431, -87.73746946)"
242,HARRISON,KOLMAR (west leg),7,3.8,8.2,10/01/2012,Weekday,"(41.87330223, -87.73913875)"
243,HARRISON,4630 WEST,7,1.3,4.1,10/01/2012,Weekday,"(41.87324864, -87.74082431)"
244,HARRISON,KILPATRICK,7,3.8,38.6,10/01/2012,Weekday,"(41.87319817, -87.74241640)"
246,HARRISON,LAVERGNE,"7,57",33.7,38.3,10/01/2012,Weekday,"(41.87307396, -87.74898757)"
247,HARRISON,LEAMINGTON,"7,57",54.8,116.5,10/01/2012,Weekday,"(41.87305352, -87.75320123)"
248,HARRISON,LARAMIE,"7,57",97,94.5,10/01/2012,Weekday,"(41.87301840, -87.75465067)"
249,HARRISON,LOCKWOOD,7,5.4,40.9,10/01/2012,Weekday,"(41.87295351, -87.75730323)"
250,HARRISON,5400 WEST,7,2,11.3,10/01/2012,Weekday,"(41.87295262, -87.75948024)"
252,HARRISON,CENTRAL,7,3.2,193.6,10/01/2012,Weekday,"(41.87292396, -87.76447722)"
257,ROOSEVELT,5500 WEST,12,6.1,1.6,10/01/2012,Weekday,"(41.86555077, -87.76277284)"
258,ROOSEVELT,54TH AVENUE,12,7.1,3.2,10/01/2012,Weekday,"(41.86559297, -87.75945922)"
259,ROOSEVELT,5300 W. (Kropp Forge Co.),12,25.9,3.9,10/01/2012,Weekday,"(41.86564938, -87.75705277)"
260,ROOSEVELT,LARAMIE,12,22,3.6,10/01/2012,Weekday,"(41.86564859, -87.75467392)"
261,ROOSEVELT,51ST AVENUE,12,17.1,5,10/01/2012,Weekday,"(41.86573504, -87.75213825)"
262,ROOSEVELT,50TH AVENUE,12,29.5,7.1,10/01/2012,Weekday,"(41.86574977, -87.74975926)"
263,ROOSEVELT,49TH AVENUE,12,13.8,21.6,10/01/2012,Weekday,"(41.86578791, -87.74732747)"
265,ROOSEVELT,47TH AVENUE,12,8.7,1.5,10/01/2012,Weekday,"(41.86585838, -87.74241065)"
268,ROOSEVELT,KILBOURN,12,9.4,13.3,10/01/2012,Weekday,"(41.86592730, -87.73749989)"
270,ROOSEVELT,KILDARE,12,84.4,38.1,10/01/2012,Weekday,"(41.86599795, -87.73259722)"
272,ROOSEVELT,KARLOV,12,87.1,66.5,10/01/2012,Weekday,"(41.86607500, -87.72772100)"
274,ROOSEVELT,SPRINGFIELD,12,118,45.9,10/01/2012,Weekday,"(41.86611509, -87.72282126)"
275,ROOSEVELT,INDEPENDENCE,12,204.2,90.4,10/01/2012,Weekday,"(41.86614847, -87.72026246)"
277,ROOSEVELT,LAWNDALE,12,143.1,53,10/01/2012,Weekday,"(41.86617777, -87.71794192)"
278,ROOSEVELT,CENTRAL PARK,12,205.4,102.6,10/01/2012,Weekday,"(41.86620404, -87.71563462)"
279,ROOSEVELT,ST. LOUIS,12,80.2,100.7,10/01/2012,Weekday,"(41.86625800, -87.71308100)"
283,ROOSEVELT,ALBANY,12,50.1,114.5,10/01/2012,Weekday,"(41.86634562, -87.70324700)"
284,ROOSEVELT,SACRAMENTO,12,89.4,77.3,10/01/2012,Weekday,"(41.86637030, -87.70095350)"
285,ROOSEVELT,FRANCISCO,12,57.5,148.5,10/01/2012,Weekday,"(41.86641900, -87.69842700)"
287,ROOSEVELT,WASHTENAW,12,36.4,19.3,10/01/2012,Weekday,"(41.86647500, -87.69352700)"
288,ROOSEVELT,TALMAN,12,12.4,4.2,10/01/2012,Weekday,"(41.86648500, -87.69230200)"
296,ROOSEVELT,WOLCOTT,12,8.2,1.9,10/01/2012,Weekday,"(41.86662475, -87.67356740)"
297,ROOSEVELT,WOOD,12,134.2,44.7,10/01/2012,Weekday,"(41.86664343, -87.67146821)"
298,ROOSEVELT,PAULINA,12,150.8,192.7,10/01/2012,Weekday,"(41.86669057, -87.66900774)"
300,ROOSEVELT,LAFLIN,12,5.3,5.9,10/01/2012,Weekday,"(41.86676743, -87.66409989)"
302,ROOSEVELT,THROOP,12,68.6,94.9,10/01/2012,Weekday,"(41.86684613, -87.65925658)"
303,ROOSEVELT,RACINE,12,299.4,186.6,10/01/2012,Weekday,"(41.86688693, -87.65681615)"
305,ROOSEVELT,BLUE ISLAND,12,108.7,41.4,10/01/2012,Weekday,"(41.86693795, -87.65360529)"
306,ROOSEVELT,MORGAN,12,94,71.5,10/01/2012,Weekday,"(41.86702954, -87.65122372)"
307,ROOSEVELT,900 EAST,12,27.2,64.2,10/01/2012,Weekday,"(41.86700611, -87.64940554)"
310,ROOSEVELT,JEFFERSON,"12,18,N62",293.5,219.8,10/01/2012,Weekday,"(41.86711861, -87.64227064)"
312,ROOSEVELT,CANAL,"12,18,N62",610.8,175.8,10/01/2012,Weekday,"(41.86713891, -87.63882598)"
313,ROOSEVELT,327 WEST,"12,18,N62",9.3,15.6,10/01/2012,Weekday,"(41.86718878, -87.63557243)"
315,ROOSEVELT,CLARK,"12,18,N62",48.5,388.9,10/01/2012,Weekday,"(41.86723861, -87.63060611)"
316,ROOSEVELT,STATE,"12,18,130,146,192",322.2,2370.9,10/01/2012,Weekday,"(41.86728699, -87.62711056)"
318,ROOSEVELT,MICHIGAN,12,27.9,493,10/01/2012,Weekday,"(41.86733300, -87.62434500)"
326,ROOSEVELT,327 WEST,"12,18,N62",8.9,39.9,10/01/2012,Weekday,"(41.86741626, -87.63554360)"
327,ROOSEVELT,CANAL,"12,18,N62",340,775.8,10/01/2012,Weekday,"(41.86740019, -87.63905542)"
328,ROOSEVELT,CLINTON,"12,18,N62",97.7,122.8,10/01/2012,Weekday,"(41.86735198, -87.64057609)"
329,ROOSEVELT,JEFFERSON,"12,18,N62",234.2,327.3,10/01/2012,Weekday,"(41.86732793, -87.64204071)"
331,ROOSEVELT,HALSTED,12,259,499.5,10/01/2012,Weekday,"(41.86727379, -87.64654307)"
332,ROOSEVELT,900 WEST,12,47.1,38.4,10/01/2012,Weekday,"(41.86721921, -87.64943144)"
333,ROOSEVELT,MORGAN,12,81.9,129.6,10/01/2012,Weekday,"(41.86718872, -87.65089349)"
